Date,bitcoin,btc,cryptocurrency
1-15-2020,"68,460","54,269","21,120"
1-16-2020,"62,549","46,422","18,985"
1-17-2020,"61,086","49,694","18,323"
1-18-2020,"56,924","42,550","14,614"
1-19-2020,"63,633","48,710","15,079"
1-20-2020,"76,357","45,176","19,214"
1-21-2020,"68,000","45,358","20,113"
1-22-2020,"61,664","41,803","16,467"
1-23-2020,"59,819","42,712","16,537"
1-24-2020,"55,230","40,780","15,799"
1-25-2020,"48,400","38,416","14,249"
1-26-2020,"47,707","34,055","14,237"
1-27-2020,"60,441","44,574","17,963"
1-28-2020,"71,981","49,750","17,867"
1-29-2020,"73,586","50,286","18,161"
1-30-2020,"62,662","46,783","17,758"
1-31-2020,"62,829","42,741","17,230"
02-01-2020,"52,560","37,713","14,243"
02-02-2020,"1,11,594","46,541","14,948"
02-03-2020,"75,851","46,577","16,932"
02-04-2020,"77,921","53,870","18,840"
02-05-2020,"87,070","59,620","29,487"
02-06-2020,"78,456","55,614","25,125"
02-07-2020,"68,980","49,233","21,057"
02-08-2020,"60,651","43,297","17,180"
02-09-2020,"86,356","55,023","19,382"
02-10-2020,"70,994","52,099","20,870"
02-11-2020,"74,367","62,062","21,399"
02-12-2020,"78,501","60,073","24,090"
2-13-2020,"70,031","57,182","25,506"
2-14-2020,"71,192","54,696","24,199"
2-15-2020,"60,676","49,126","18,100"
2-16-2020,"59,792","48,631","18,188"
2-17-2020,"65,590","54,188","20,630"
2-18-2020,"72,153","57,295","20,983"
2-19-2020,"77,914","74,245","23,403"
2-20-2020,"69,379","66,560","19,997"
2-21-2020,"64,931","54,599","20,102"
2-22-2020,"59,857","53,046","19,533"
2-23-2020,"60,489","52,248","18,884"
2-24-2020,"72,564","57,431","21,622"
2-25-2020,"72,655","57,888","19,561"
2-26-2020,"74,175","59,870","18,755"
2-27-2020,"69,524","54,789","21,332"
2-28-2020,"74,348","59,501","20,051"
2-29-2020,"56,284","47,548","16,768"
03-01-2020,"54,317","50,090","15,158"
03-02-2020,"64,118","56,908","20,037"
03-03-2020,"67,234","53,710","26,264"
03-04-2020,"73,848","56,495","35,725"
03-05-2020,"72,236","59,572","27,714"
03-06-2020,"61,968","51,621","21,663"
03-07-2020,"52,934","50,459","15,806"
03-08-2020,"63,626","50,067","16,559"
03-09-2020,"86,880","71,314","19,537"
03-10-2020,"66,544","58,925","21,989"
03-11-2020,"62,720","62,138","20,701"
03-12-2020,"1,13,877","90,424","21,029"
3-13-2020,"1,22,499","89,451","20,032"
3-14-2020,"67,952","58,854","16,592"
3-15-2020,"59,567","57,503","16,819"
3-16-2020,"77,460","63,631","21,553"
3-17-2020,"69,214","55,065","22,862"
3-18-2020,"70,967","52,649","19,925"
3-19-2020,"78,308","68,047","18,550"
3-20-2020,"1,32,309","65,460","20,626"
3-21-2020,"78,785","56,326","16,337"
3-22-2020,"66,257","52,936","14,617"
3-23-2020,"72,616","59,138","16,894"
3-24-2020,"75,618","60,637","19,530"
3-25-2020,"72,420","58,012","19,238"
3-26-2020,"68,075","72,382","20,412"
3-27-2020,"66,883","68,188","17,554"
3-28-2020,"56,416","53,058","17,381"
3-29-2020,"58,383","53,163","18,531"
3-30-2020,"65,282","62,120","21,273"
3-31-2020,"66,800","64,133","21,234"
04-01-2020,"70,788","61,901","20,130"
04-02-2020,"76,900","66,199","19,921"
04-03-2020,"79,295","62,280","19,098"
04-04-2020,"69,816","57,984","21,067"
04-05-2020,"72,380","55,557","24,566"
04-06-2020,"86,746","68,781","26,173"
04-07-2020,"84,685","75,501","21,155"
04-08-2020,"76,413","65,815","23,818"
04-09-2020,"73,834","62,468","22,769"
04-10-2020,"72,177","65,848","22,931"
04-11-2020,"60,047","55,586","24,035"
04-12-2020,"62,383","60,171","19,545"
4-13-2020,"74,658","63,645","24,714"
4-14-2020,"85,657","70,281","31,204"
4-15-2020,"80,253","68,967","27,532"
4-16-2020,"78,602","76,043","24,732"
4-17-2020,"76,280","68,166","22,740"
4-18-2020,"65,544","67,831","20,028"
4-19-2020,"66,555","63,767","25,287"
4-20-2020,"82,979","75,792","25,304"
4-21-2020,"78,816","78,456","29,389"
4-22-2020,"72,287","79,677","27,769"
4-23-2020,"83,848","78,213","25,875"
4-24-2020,"83,829","79,364","25,167"
4-25-2020,"76,983","63,330","21,622"
4-26-2020,"77,632","81,898","23,173"
4-27-2020,"92,222","86,853","27,070"
4-28-2020,"92,800","87,840","30,665"
4-29-2020,"1,07,836","1,01,783","28,422"
4-30-2020,"1,12,132","1,06,102","28,511"
05-01-2020,"94,085","88,936","29,515"
05-02-2020,"95,710","89,765","27,175"
05-03-2020,"91,323","86,100","24,897"
05-04-2020,"97,061","84,814","27,041"
05-05-2020,"1,04,912","84,117","31,126"
05-06-2020,"1,12,229","90,055","37,981"
05-07-2020,"1,27,677","96,570","39,653"
05-08-2020,"1,20,556","85,956","32,129"
05-09-2020,"92,395","81,206","28,033"
05-10-2020,"92,420","86,233","23,721"
05-11-2020,"1,62,373","1,10,675","28,097"
05-12-2020,"1,19,327","1,06,915","30,392"
5-13-2020,"95,253","89,207","28,904"
5-14-2020,"95,249","89,125","30,854"
5-15-2020,"93,255","76,172","26,231"
5-16-2020,"1,04,274","80,455","23,246"
5-17-2020,"78,584","72,540","23,911"
5-18-2020,"91,172","79,576","30,850"
5-19-2020,"77,910","70,685","29,637"
5-20-2020,"87,438","87,766","27,021"
5-21-2020,"81,903","79,073","24,209"
5-22-2020,"95,144","95,558","25,258"
5-23-2020,"65,056","64,111","19,592"
5-24-2020,"65,648","85,227","20,737"
5-25-2020,"79,854","74,236","30,153"
5-26-2020,"69,567","68,773","27,853"
5-27-2020,"82,957","67,726","29,430"
5-28-2020,"87,684","1,51,638","35,680"
5-29-2020,"72,165","83,340","31,554"
5-30-2020,"62,251","74,552","27,839"
5-31-2020,"61,292","62,738","26,069"
06-01-2020,"72,561","74,284","28,111"
06-02-2020,"98,768","1,00,446",0
06-03-2020,"80,143","70,383",0
06-04-2020,"75,513","74,294",0
06-05-2020,"73,239","82,614",0
06-06-2020,"62,970","93,452",0
06-07-2020,"63,476","74,717",0
06-08-2020,"70,481","71,618",0
06-09-2020,"76,896","80,948",0
06-10-2020,"83,020","80,755",0
06-11-2020,"83,314","82,269",0
06-12-2020,"77,119","83,584",0
6-13-2020,"71,480","75,029",0
6-14-2020,"61,430","79,815",0
6-15-2020,"74,748","77,958",0
6-16-2020,"73,350","70,909",0
6-17-2020,"67,436","63,247",0
6-18-2020,"68,223","64,231",0
6-19-2020,"68,116","64,014",0
6-20-2020,"60,316","58,823",0
6-21-2020,"59,260","62,634",0
6-22-2020,"83,222","73,829",0
6-23-2020,"82,827","79,452",0
6-24-2020,"78,022","72,708",0
6-25-2020,"79,264","63,989",0
6-26-2020,"72,624","68,075",0
6-27-2020,"67,107","64,789",0
6-28-2020,"68,284","62,750",0
6-29-2020,"69,812","66,234",0
6-30-2020,"86,885","63,375",0
07-01-2020,"71,977","59,982",0
07-02-2020,"74,338","60,840",0
07-03-2020,"67,769","65,818",0
07-04-2020,"61,869","56,347",0
07-05-2020,"56,225","49,271",0
07-06-2020,"81,002","80,088",0
07-07-2020,"66,755","67,627",0
07-08-2020,"64,612","61,338",0
07-09-2020,"73,608","59,802",0
07-10-2020,"75,776","57,655",0
07-11-2020,"58,160","52,931",0
07-12-2020,"53,790","52,669",0
7-13-2020,"65,128","58,814",0
7-14-2020,"77,727","55,188",0
7-15-2020,"3,02,202","99,708",0
7-16-2020,"2,63,254","73,139",0
7-17-2020,"88,009","64,857",0
7-18-2020,"66,648","60,587",0
7-19-2020,"56,597","56,559",0
7-20-2020,"70,116","63,864",0
7-21-2020,"72,576","68,894",0
7-22-2020,"76,705","63,955",0
7-23-2020,"82,639","76,353",0
7-24-2020,"81,993","76,080",0
7-25-2020,"73,403","75,202",0
7-26-2020,"71,009","74,682",0
7-27-2020,"1,22,053","1,05,645",0
7-28-2020,"1,07,474","90,924",0
7-29-2020,"83,191","87,393",0
7-30-2020,"80,364","80,867",0
7-31-2020,"87,229","71,439",0
08-01-2020,"1,01,069","81,585",0
08-02-2020,"87,144","80,130",0
08-03-2020,"81,275","71,400",0
08-04-2020,"1,11,887","70,429",0
08-05-2020,"94,958","72,038",0
08-06-2020,"95,707","81,835",0
08-07-2020,"86,790","78,333",0
08-08-2020,"75,752","66,432",0
08-09-2020,"71,523","66,933",0
08-10-2020,"91,272","81,113",0
08-11-2020,"93,185","81,189",0
08-12-2020,"86,996","78,589",0
8-13-2020,"82,911","78,927",0
8-14-2020,"88,480","83,343",0
8-15-2020,"88,311","89,742",0
8-16-2020,"75,677","80,433",0
8-17-2020,"96,734","95,578",0
8-18-2020,"91,926","77,612",0
8-19-2020,"82,995","77,164",0
8-20-2020,"82,605","79,496",0
8-21-2020,"88,404","85,001",0
8-22-2020,"75,256","76,285",0
8-23-2020,"73,594","73,229",0
8-24-2020,"85,794","75,866",0
8-25-2020,"86,232","75,108",0
8-26-2020,"80,036","76,536",0
8-27-2020,"85,254","87,780",0
8-28-2020,"86,411","80,062",0
8-29-2020,"74,157","80,364",0
8-30-2020,"64,586","51,280","21,607"
8-31-2020,"79,598","50,823","24,231"
09-01-2020,"84,667","63,572","27,358"
09-02-2020,"81,120","60,765","28,652"
09-03-2020,"88,436","64,094","29,395"
09-04-2020,"84,038","59,579","24,917"
09-05-2020,"70,035","52,586","21,342"
09-06-2020,"58,747","45,649","22,688"
09-07-2020,"73,090","56,234","22,320"
09-08-2020,"80,981","58,865","27,913"
09-09-2020,"93,259","77,376","31,201"
09-10-2020,"82,488","51,446","31,450"
09-11-2020,"74,306","50,698","26,199"
09-12-2020,"65,032","45,084","26,480"
9-13-2020,"65,932","40,715","23,742"
9-14-2020,"71,690","44,607","28,805"
9-15-2020,"85,569","49,175","28,362"
9-16-2020,"81,140","51,055","27,595"
9-17-2020,"77,197","47,204","28,558"
9-18-2020,"74,250","69,856","25,706"
9-19-2020,"65,125","58,966","26,270"
9-20-2020,"65,847","52,331","23,492"
9-21-2020,"85,954","55,826","28,398"
9-22-2020,"86,806","46,311","26,505"
9-23-2020,"93,069","47,151","25,547"
9-24-2020,"82,064","45,352","24,775"
9-25-2020,"81,033","44,214","24,520"
9-26-2020,"59,859","38,676","24,573"
9-27-2020,"82,969","37,557","32,477"
9-28-2020,"88,659","44,174","27,887"
9-29-2020,"90,547","54,044","37,350"
9-30-2020,"99,261","56,505","44,067"
10-01-2020,"1,10,516","59,792","47,599"
10-02-2020,"1,04,201","58,006","56,207"
10-03-2020,"89,505","47,001","35,355"
10-04-2020,"71,945","48,231","25,766"
10-05-2020,"76,960","62,639","30,901"
10-06-2020,"81,581","69,144","30,594"
10-07-2020,"86,378","63,744","30,300"
10-08-2020,"1,18,093","61,030","49,452"
10-09-2020,"1,21,362","56,820","49,090"
10-10-2020,"1,26,920","57,222","48,648"
10-11-2020,"87,822","54,601","32,513"
10-12-2020,"98,062","66,722","37,915"
10-13-2020,"1,64,716","83,845","38,529"
10-14-2020,"1,66,564","60,942","35,245"
10-15-2020,"1,48,097","51,023","41,175"
10-16-2020,"1,24,575","53,346","38,001"
10-17-2020,"87,177","51,111","34,183"
10-18-2020,"74,998","47,957","1,18,740"
10-19-2020,"96,838","54,960","49,244"
10-20-2020,"1,01,220","67,494","35,737"
10-21-2020,"1,72,741","86,238","54,762"
10-22-2020,"1,21,509","64,361","36,493"
10-23-2020,"88,330","53,084","24,657"
10-24-2020,"85,395","46,637","23,897"
10-25-2020,"78,157","49,692","23,688"
10-26-2020,"96,616","62,869","34,351"
10-27-2020,"1,12,803","68,405","28,479"
10-28-2020,"1,01,024","57,732","29,166"
10-29-2020,"89,710","62,700","26,638"
10-30-2020,"84,208","67,270","23,179"
10-31-2020,"97,924","67,902","26,842"
11-01-2020,"88,015","61,299","22,963"
11-02-2020,"83,983","63,796","29,572"
11-03-2020,"96,268","62,600","39,605"
11-04-2020,"99,693","63,559","35,057"
11-05-2020,"1,35,809","92,309","27,635"
11-06-2020,"1,28,191","82,450","30,412"
11-07-2020,"84,404","66,769","26,752"
11-08-2020,"79,008","57,917","24,357"
11-09-2020,"97,730","69,396","29,941"
11-10-2020,"88,433","67,717","23,722"
11-11-2020,"98,188","68,358","24,416"
11-12-2020,"1,14,691","73,621","29,867"
11-13-2020,"1,16,111","66,022","35,530"
11-14-2020,"86,610","57,797","26,220"
11-15-2020,"84,304","52,406","24,762"
11-16-2020,"1,15,019","65,798","28,627"
11-17-2020,"1,73,769","96,874","26,829"
11-18-2020,"1,74,489","1,01,307","24,632"
11-19-2020,"1,14,423","81,662","26,599"
11-20-2020,"1,25,812","94,610","24,283"
11-21-2020,"1,12,920","79,956","23,203"
11-22-2020,"95,370","66,295","19,691"
11-23-2020,"1,06,896","1,01,677","30,926"
11-24-2020,"1,59,420","1,04,594","31,056"
11-25-2020,"1,18,074","76,460","30,863"
11-26-2020,"1,28,483","91,808","26,868"
11-27-2020,"1,15,367","69,611","30,809"
11-28-2020,"97,180","68,873","27,976"
11-29-2020,"95,837","70,122","23,197"
11-30-2020,"1,72,246","1,04,955",0
12-01-2020,"1,45,143","98,607",0
12-02-2020,"1,10,069","78,776",0
12-03-2020,"1,08,956","74,201",0
12-04-2020,"1,13,161","67,867",0
12-05-2020,"90,805","62,824",0
12-06-2020,"88,331","63,813",0
12-07-2020,"98,209","72,495",0
12-08-2020,"99,324","79,370",0
12-09-2020,"1,06,487","81,289",0
12-10-2020,"98,360","70,011",0
12-11-2020,"91,530","70,059",0
12-12-2020,"91,692","65,609",0
12-13-2020,"93,236","77,063",0
12-14-2020,"93,756","74,810",0
12-15-2020,"1,04,706","84,990",0
12-16-2020,"2,39,239","1,31,344",0
12-17-2020,"2,63,897","1,46,143",0
12-18-2020,"1,98,999","1,24,210",0
12-19-2020,"1,28,565","90,277",0
12-20-2020,"1,54,623","1,09,090",0
12-21-2020,"1,45,389","1,04,572",0
12-22-2020,"1,16,458","60,088",0
12-23-2020,"1,09,737","68,993","25,347"
12-24-2020,"1,01,322","62,250","21,100"
12-25-2020,"1,00,806","58,904","23,312"
12-26-2020,"1,56,884","75,310","23,761"
12-27-2020,"1,99,849","1,00,703","24,431"
12-28-2020,"1,54,312","81,905","30,070"
12-29-2020,"1,73,056","72,349","29,733"
12-30-2020,"1,92,624","85,023","29,792"
12-31-2020,"1,57,828","75,607","24,540"
01-01-2021,"1,21,107","58,933","19,236"
01-02-2021,"2,85,845","1,15,788","27,588"
01-03-2021,"2,94,822","1,18,723","33,892"
01-04-2021,"2,00,972","1,05,182","35,342"
01-05-2021,"1,71,683","83,494","40,122"
01-06-2021,"2,04,137","99,557","40,073"
01-07-2021,"2,87,721","1,32,887","47,017"
01-08-2021,"2,80,462","1,52,282","57,359"
01-09-2021,"2,21,088","1,19,101","42,919"
01-10-2021,"1,77,694","1,01,999","35,047"
01-11-2021,"2,60,814","1,38,296","45,600"
01-12-2021,"2,11,505","97,206","53,417"
1-13-2021,"2,19,811","97,148","38,526"
1-14-2021,"2,60,850","97,499","34,909"
1-15-2021,"2,00,887","92,111","37,173"
1-16-2021,"1,51,737","76,438","28,019"
1-17-2021,"1,46,886","76,356","26,395"
1-18-2021,"1,79,038","87,654","48,074"
1-19-2021,"3,06,829","90,162","53,258"
1-20-2021,"1,54,433","81,565","42,834"
1-21-2021,"1,97,018","1,32,188","48,515"
1-22-2021,"2,01,245","1,34,761","40,580"
1-23-2021,"1,27,190","92,760","28,002"
1-24-2021,"1,19,523","1,01,142","33,391"
1-25-2021,"1,60,212","1,14,843","36,024"
1-26-2021,"1,35,462","92,280","32,103"
1-27-2021,"1,69,686","1,11,751","41,453"
1-28-2021,"2,25,480","1,43,393","63,741"
1-29-2021,"3,81,739","1,79,700","79,937"
1-30-2021,"2,17,965","1,53,755","43,292"
1-31-2021,"1,56,527","99,601","49,991"
02-01-2021,"2,32,069","1,11,376","49,623"
02-02-2021,"2,18,146","1,00,367","51,356"
02-03-2021,"2,06,301","1,12,687","50,811"
02-04-2021,"1,78,152","1,10,949","53,633"
02-05-2021,"2,75,888","1,25,699","1,20,448"
02-06-2021,"2,44,025","1,19,517","89,821"
02-07-2021,"2,44,729","1,03,218","60,114"
02-08-2021,"5,42,571","2,32,606","89,447"
02-09-2021,"4,61,123","1,87,001","86,556"
02-10-2021,"3,61,100","1,61,705","78,562"
02-11-2021,"3,14,479","1,52,979","80,383"
02-12-2021,"3,02,781","1,70,211","68,126"
2-13-2021,"2,31,463","1,29,560","57,761"
2-14-2021,"2,23,164","1,36,290","45,555"
2-15-2021,"2,13,891","1,31,953","50,637"
2-16-2021,"3,07,721","1,54,599","57,085"
2-17-2021,"3,31,385","1,68,601","71,212"
2-18-2021,"2,79,036","1,49,388","76,520"
2-19-2021,"3,49,505","1,67,592","62,740"
2-20-2021,"11,57,539","1,58,304","65,377"
2-21-2021,"3,70,935","1,46,554","65,699"
2-22-2021,"2,87,930","1,68,145","56,376"
2-23-2021,"3,27,938","1,87,677","53,958"
2-24-2021,"2,96,327","1,63,270","61,515"
2-25-2021,"2,30,102","1,62,050","90,715"
2-26-2021,"2,25,925","1,35,266","86,306"
2-27-2021,"1,85,446","1,31,519","60,987"
2-28-2021,"1,93,785","1,34,453","57,739"
03-01-2021,"2,57,824","1,60,022","85,489"
03-02-2021,"2,32,324","1,42,645","67,937"
03-03-2021,"2,31,881","1,39,094","75,175"
03-04-2021,"2,00,423","1,27,169","63,635"
03-05-2021,"1,95,144","1,27,701","62,599"
03-06-2021,"1,72,879","1,16,887","65,165"
03-07-2021,"1,92,301","1,20,470","52,541"
03-08-2021,"2,10,929","1,33,977","59,471"
03-09-2021,"2,14,401","1,13,131",0
03-10-2021,"2,05,808","1,36,636",0
03-11-2021,"2,19,561","1,36,606",0
03-12-2021,"2,44,222","1,65,562",0
3-13-2021,"3,19,303","1,79,490",0
3-14-2021,"2,23,675","1,23,742",0
3-15-2021,"2,20,548","1,50,913",0
3-16-2021,"2,15,274","1,37,118",0
3-17-2021,"2,69,157","1,51,967",0
3-18-2021,"2,54,824","1,40,883",0
3-19-2021,"2,47,168","1,31,214",0
3-20-2021,"2,00,405","1,18,680",0
3-21-2021,"1,84,361","1,28,206",0
3-22-2021,"2,17,069","1,40,731",0
3-23-2021,"2,00,844","1,52,468",0
3-24-2021,"4,23,368","1,70,472",0
3-25-2021,"2,95,040","1,57,220",0
3-26-2021,"2,34,527","1,31,805",0
3-27-2021,"1,98,970","1,12,888",0
3-28-2021,"1,81,073","1,05,829",0
3-29-2021,"2,33,446","1,22,243",0
3-30-2021,"2,54,879","1,24,838",0
3-31-2021,"2,98,167","1,43,289",0
04-01-2021,"2,54,066","1,27,494","87,675"
04-02-2021,"1,86,053","1,47,843","64,391"
04-03-2021,"1,65,376","1,21,428","61,403"
04-04-2021,"1,81,280","1,04,343","48,688"
04-05-2021,"2,24,806","1,36,717","68,865"
04-06-2021,"2,30,452","1,38,683","64,683"
04-07-2021,"2,47,205","1,55,967","77,413"
04-08-2021,"2,46,974","1,40,641","82,246"
04-09-2021,"2,30,954","1,29,027","87,663"
04-10-2021,"2,46,643","1,40,238","73,395"
04-11-2021,"2,36,389","1,45,802","95,464"
04-12-2021,"2,62,115","1,36,644","69,795"
4-13-2021,"3,33,997","1,67,266","88,590"
4-14-2021,"3,84,983","1,87,593","1,09,397"
4-15-2021,"3,17,420","1,54,280","82,201"
4-16-2021,"2,89,661","1,65,379","83,219"
4-17-2021,"2,28,240","1,24,819","60,328"
4-18-2021,"3,54,021","2,01,381","65,451"
4-19-2021,"2,53,844","1,45,678","91,837"
4-20-2021,"2,41,068","1,41,962","91,945"
4-21-2021,"2,38,599","1,34,048","81,919"
4-22-2021,"2,85,229","1,63,568","86,136"
4-23-2021,"3,25,139","2,06,712","78,829"
4-24-2021,"2,33,596","1,56,685","54,886"
4-25-2021,"2,41,995","1,71,178","51,255"
4-26-2021,"3,11,025","1,73,863","88,221"
4-27-2021,"2,90,649","1,55,042","78,474"
4-28-2021,"2,51,720","1,45,366","83,297"
4-29-2021,"2,38,209","1,38,351","95,141"
4-30-2021,"2,43,003","1,59,125","1,18,899"
05-01-2021,"2,28,659","1,54,163","1,15,378"
05-02-2021,"2,14,474","1,21,432","1,02,460"
05-03-2021,"2,20,094","1,48,468","1,04,612"
05-04-2021,"2,16,450","1,59,363","1,07,960"
05-05-2021,"2,51,181","1,59,448","1,40,914"
05-06-2021,"2,82,089","1,60,265","1,37,665"
05-07-2021,"3,13,484","1,65,942","1,92,558"
05-08-2021,"2,32,248","1,43,586","1,21,339"
05-09-2021,"1,96,093","1,58,680","1,62,263"
05-10-2021,"2,34,326","1,73,847","1,73,981"
05-11-2021,"2,16,070","1,47,172","1,09,489"
05-12-2021,"3,15,319","1,80,098","1,09,288"
5-13-2021,"6,96,356","3,26,911","1,59,538"
5-14-2021,"3,32,431","1,82,777","1,10,092"
5-15-2021,"2,47,286","1,64,829","97,391"
5-16-2021,"3,88,839","2,26,375","1,31,991"
5-17-2021,"4,63,694","3,13,265","1,39,416"
5-18-2021,"3,29,706","2,00,929","1,40,191"
5-19-2021,"7,55,697","4,28,304","1,80,673"
5-20-2021,"4,51,522","2,66,352","1,38,664"
5-21-2021,"4,61,030","2,24,123","1,32,161"
5-22-2021,"4,09,983","2,05,070","1,25,672"
5-23-2021,"3,73,631","2,30,696","1,06,294"
5-24-2021,"4,23,949","2,18,896","1,22,614"
5-25-2021,"3,34,820","1,94,270","1,41,843"
5-26-2021,"2,94,854","1,94,782","1,46,226"
5-27-2021,"2,82,447","1,64,470","1,64,933"
5-28-2021,"3,37,560","1,68,729","1,57,948"
5-29-2021,"2,51,487","1,50,380","1,18,055"
5-30-2021,"2,50,864","1,47,665","1,23,843"
5-31-2021,"2,57,494","1,50,028","1,32,022"
06-01-2021,"2,65,137","1,69,635","1,70,277"
06-02-2021,"2,57,491","1,60,390","1,51,397"
06-03-2021,"2,42,066","1,46,698","1,23,643"
06-04-2021,"4,08,466","1,93,795","1,40,744"
06-05-2021,"4,25,704","1,82,334","1,37,880"
06-06-2021,"5,03,507","2,02,913","1,11,051"
06-07-2021,"4,87,915","1,93,901","1,57,348"
06-08-2021,"4,40,027","2,20,154","1,53,974"
06-09-2021,"6,70,613","2,79,485","1,28,889"
06-10-2021,"5,42,464","2,07,554","1,25,579"
06-11-2021,"3,95,914","1,89,855","1,23,210"
06-12-2021,"3,17,808","1,46,572","92,775"
6-13-2021,"3,18,178","2,21,878","94,580"
6-14-2021,"3,85,531","2,04,291","1,19,236"
6-15-2021,"2,97,823","1,80,210","1,16,415"
6-16-2021,"2,90,130","1,64,523","1,12,291"
6-17-2021,"3,23,870","1,81,174","1,50,823"
6-18-2021,"2,96,814","1,86,433","1,19,322"
6-19-2021,"2,91,441","1,47,997","1,05,982"
6-20-2021,"2,67,860","1,52,841","1,01,410"
6-21-2021,"3,54,583","1,96,461","1,13,223"
6-22-2021,"3,69,978","2,18,384","1,06,494"
6-23-2021,"3,06,583","1,83,209","1,33,700"
6-24-2021,"2,76,300","1,64,450","1,06,930"
6-25-2021,"3,69,539","1,72,673","1,08,826"
6-26-2021,"2,60,201","1,66,587","88,493"
6-27-2021,"2,63,049","1,48,901","97,769"
6-28-2021,"3,39,201","1,73,866","1,35,568"
6-29-2021,"3,04,609","1,63,852","1,22,703"
6-30-2021,"2,71,828","2,04,532","1,12,410"
07-01-2021,"2,65,441","1,91,411","98,380"
07-02-2021,"2,51,951","1,93,234",0
07-03-2021,"2,36,420","1,96,743",0
07-04-2021,"2,07,463","1,66,645",0
07-05-2021,"2,52,939","1,95,479",0
07-06-2021,"2,60,871","1,76,039",0
07-07-2021,"3,25,946","1,67,094",0
07-08-2021,"2,92,358","1,90,432",0
07-09-2021,"2,79,072","1,72,562",0
07-10-2021,"2,24,956","1,47,471",0
